NAME,ADDRESS,CATEGORY,DESCRIPTION,COUNTY,LATITUDE,LONGITUDE,RATING
"Shopping City Ramnicu Valcea","Strada Ferdinand 38A 240571 Râmnicu Vâlcea","Shopping Centre","N/A","Vâlcea",45.11074,24.37825,0
"Cinema City Romania","Strada Ferdinand 38 240571 Râmnicu Vâlcea","Cinema","N/A","Vâlcea",45.10999,24.3786,0
"Old City Garden","Calea Lui Traian 240282 Râmnicu Vâlcea","Restaurant","N/A","Vâlcea",45.10537,24.36354,0
"Shopping City","Strada Ferdinand 240571 Râmnicu Vâlcea","Shopping Centre","N/A","Vâlcea",45.11096,24.3802,0
"Primăria Râmnicu Vâlcea","Bulevardul Tudor Vladimirescu 240191 Râmnicu Vâlcea","Government or Community Facility","N/A","Vâlcea",45.10496,24.36812,0
"Shopping City","Strada Ferdinand Râmnicu Vâlcea","Shopping Centre","N/A","Vâlcea",45.11174,24.38121,0
"Gradina Zoologica Ramnicu Valcea","Strada Ostroveni Râmnicu Vâlcea","Sights & Museums","N/A","Vâlcea",45.08348,24.37031,0
"Autogara Râmnicu Vâlcea","Strada George Coșbuc Râmnicu Vâlcea","Public Transport","N/A","Vâlcea",45.096606,24.365306,0
"City Sun","Aleea Ionel Geantă 240235 Râmnicu Vâlcea","Hospital or Healthcare Facility","N/A","Vâlcea",45.11343,24.36867,0
"Tribunalul Râmnicu Vâlcea","Râmnicu Vâlcea","Government or Community Facility","N/A","Vâlcea",45.10459,24.36329,0
"Casa Româneasca Shopping City","Strada Ferdinand 38 240571 Râmnicu Vâlcea","Snacks/Fast food","N/A","Vâlcea",45.10999,24.3786,0
"Uzina Mecanică Rm. Vâlcea","240002 Râmnicu Vâlcea","Outdoor Area/Complex","N/A","Vâlcea",45.05069,24.28273,0
"Ramnicu-Valcea, Muzeul Trovantilor","DN67 247115 Costești","Sights & Museums","N/A","Vâlcea",45.13792,24.06827,0
"Seminarul Teologic Rm. Vâlcea","Strada Antim Ivireanu Râmnicu Vâlcea","Educational Facility","N/A","Vâlcea",45.09984,24.36003,0
"Palatul Copiilor Municipiul Ramnicu-Valcea","Bulevardul Tudor Vladimirescu Râmnicu Vâlcea","Educational Facility","N/A","Vâlcea",45.105196,24.373739,0
"Școală","Bulevardul Tudor Vladimirescu 240570 Râmnicu Vâlcea","Educational Facility","N/A","Vâlcea",45.10511,24.37137,0
"Renovatio-Kaufland Râmnicu-Vâlcea","Strada Barajului 32-34 Râmnicu Vâlcea","EV Charging Station","N/A","Vâlcea",45.12161,24.36967,0
"Paradise Of Lashes Valcea","Strada Ostroveni Râmnicu Vâlcea","Service","N/A","Vâlcea",45.091662,24.373961,0
"Parcare Kaufland Râmnicu-Vâlcea","Strada Barajului 32-34 Râmnicu Vâlcea","Parking Facility","N/A","Vâlcea",45.12154,24.3698,0
"The city of Râmnicu Vâlcea.","Vâlcea, Romania","Attraction","N/A","Vâlcea",45.1049342,24.3518863,0
"Băile Govora","Vâlcea","City, Town or Village","N/A","Vâlcea",45.08295,24.17083,0
"Strand Salus Baile Govora","Strada Tudor Vladimirescu 245200 Băile Govora","Hotel","N/A","Vâlcea",45.07362,24.19166,0
"Primăria Băile Govora","Băile Govora","Government or Community Facility","N/A","Vâlcea",45.07924,24.18483,0
"Autogara Băile Govora","Strada Tudor Vladimirescu 245200 Băile Govora","Public Transport","N/A","Vâlcea",45.07953,24.17829,0
"Hotel Palace","1 Băile Govora","Hotel","N/A","Vâlcea",45.08273,24.17403,0
"Poliția Băile Govora","Strada Tudor Vladimirescu 245200 Băile Govora","Police Station","N/A","Vâlcea",45.0802,24.18011,0
"Liceul Teoretic Băile Govora","Strada Nuferilor 245200 Băile Govora","Educational Facility","N/A","Vâlcea",45.07563,24.18988,0
"Parc","Strada Droctor Zorileanu 245200 Băile Govora","Hotel","N/A","Vâlcea",45.08144,24.17432,0
"Oficiu Poștal Băile Govora","Strada Tudor Vladimirescu 245200 Băile Govora","Post Office","N/A","Vâlcea",45.08059,24.17785,0
"Belvedere","Strada Tudor Vladimirescu 245200 Băile Govora","Hotel","N/A","Vâlcea",45.08285,24.16727,0
"Casa Govoreana Baile Govora","Strada Tudor Vladimirescu 245200 Băile Govora","Hostel","N/A","Vâlcea",45.082676,24.169859,0
"The Băile Govora Resort.","Vâlcea, Romania","Attraction","N/A","Vâlcea",45.08013236363636,24.178084454545452,0
"Băile Olănești","Vâlcea","City, Town or Village","N/A","Vâlcea",45.20406,24.24166,0
"Tisa Spa Resort","Strada Carol Davila 245300 Băile Olănești","Sport Facility/Venue","N/A","Vâlcea",45.20249,24.24156,0
"Poliția Băile Olănești","Strada Libertății 245300 Băile Olănești","Police Station","N/A","Vâlcea",45.20182,24.24243,0
"Izvoarele Minerale din Baile Olanesti","Strada Mihai Eminescu 245300 Băile Olănești","Sport Facility/Venue","N/A","Vâlcea",45.20481,24.23531,0
"Vila Ally Baile Olanesti","Strada Pădurii 5 245300 Băile Olănești","Hotel","N/A","Vâlcea",45.20297,24.24819,0
"Baile Olanesti Old Sanatorium","Aleea Salcâmilor 245300 Băile Olănești","Landmark/Attraction","N/A","Vâlcea",45.19807,24.248581,0
"Vila Tisa Baile Olanesti","Strada Forestierilor 12 245300 Băile Olănești","Hotel","N/A","Vâlcea",45.20299,24.24728,0
"Hotel Suprem","Strada Parângului 245300 Băile Olănești","Hotel","N/A","Vâlcea",45.20551,24.24077,0
"Casa de Inchiriat- Baile Olanesti","Strada Horea 7 245300 Băile Olănești","Hotel","N/A","Vâlcea",45.20612,24.23971,0
"Pensiunea Iulia Star","Strada Epurești 245300 Băile Olănești","Accommodation","N/A","Vâlcea",45.20656,24.24544,0
"Pensiunea Trei Brazi","Aleea Muncitorilor 245300 Băile Olănești","Accommodation","N/A","Vâlcea",45.20497,24.23405,0
"Vila Belladonna Baile Olanesti","Strada Dr. Carol Davilla 245300 Băile Olănești","Accommodation","N/A","Vâlcea",45.20232,24.24283,0
"Hotel Tisa","Strada Libertății 2 245300 Băile Olănești","Hotel","N/A","Vâlcea",45.203901,24.238056,0
"Piscina din Baile Olanesti","Strada Valea Mare 245306 Băile Olănești","Business & Services","N/A","Vâlcea",45.18195,24.25956,0
"Central","Strada Băilor 245300 Băile Olănești","Hotel","N/A","Vâlcea",45.20402,24.23882,0
"Alice","245300 Băile Olănești","Hotel","N/A","Vâlcea",45.20313,24.23998,0
"Hotel Stogu","Strada Parângului 245300 Băile Olănești","Hotel","N/A","Vâlcea",45.20468,24.23932,0
"Bitu","Strada Piața Nouă 245300 Băile Olănești","Hotel","N/A","Vâlcea",45.20335,24.24296,0
"Pensiunea Europa Olanesti","Strada Mihai Eminescu 245300 Băile Olănești","Accommodation","N/A","Vâlcea",45.20533,24.23579,0
"The Băile Olănești Resort.","Vâlcea, Romania","Attraction","N/A","Vâlcea",45.20258163157895,24.24222615789474,0
